Anschrift,Ortskürzel,Streckennummer,Servicebezirk,Standortart,Ort_Lat,Ort_Lon,
Geisenheim BSH BTS 10432,GSM---G,3507  (Wiesbaden Ost. W 403 - Niederlahnstein. Streckenwechsel 2324),Darmstadt 3T040. Darmstadt 3T040. Serviceteam,Mehrraum-Gebäudestandort,49.9850793164913,7.96738595560876,
GSMR TP8 Süd BTS km 7.800,GSMR TP8 Süd005,5104  (Breitengüßbach. W 3 - Maroldsweisach. Gl 1),S-MUE-S1 (8S010). München. Servicebezirk,Mehrraum-Gebäudestandort,50.0193715001587,10.8339732781801,
GSMR TP8 Süd BTS 24907,GSMR TP8 Süd011,,S-MUE-S1 (8S010). München. Servicebezirk,Mehrraum-Gebäudestandort,48.0060069774593,10.5978601512234,
GSMR TP8 Süd BTS km 66.798,GSMR TP8 Süd015,5505  (München Hbf. Starnberger Bahnhof - Lenggries),S-MUE-S1 (8S010). München. Servicebezirk,Mehrraum-Gebäudestandort,47.6776996758358,11.5735335503388,
Güsen BTS 14473,GSN---G,6110  (Potsdam Griebnitzsee. W 701 - Eilsleben (b Magdeburg)),O-DRE-S5 (0S050). Magdeburg. Servicebezirk,Mehrraum-Gebäudestandort,52.3344361868927,11.9783242237086,
Grabowhöfe Sophienhof BTS 25696,GSPH-G2,6325  (Neustrelitz Hbf. W 812 - Warnemünde. Gl 124 u. 130),Schwerin 1T040. Schwerin 1T040. Serviceteam,Mehrraum-Gebäudestandort,53.6009707289384,12.5338250077216,
Gößnitz BTS 16761,GSSG,6265  (Glauchau-Schönbörnchen. W 41 - Gößnitz. W 39),O-DRE-S2 (0S020). Plauen. Servicebezirk,Mehrraum-Gebäudestandort,50.8944384616894,12.4305456157624,
Gerstungen BTS 16862,GSTG,6340  (Halle (Saale) Hbf. Gl 4W - Baunatal-Guntershausen. W 8),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.9709438430968,10.0749990954669,
Großwendern BTS 19390,GSWG,5050  (Weiden (Oberpf) - Oberkotzau. W 444),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,50.1427724999814,12.0147121570877,
Gütersloh Hbf BTS 12669,GT_G,1700  (Hannover Hbf - Hamm (Westf)),W-ESN-S1 (5S010). Hagen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.9090482676311,8.38755242104051,
Gutach BTS 20192,GTA_,4250  (Offenburg. W 152 - Singen (Hohentwiel). W 73),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.260610519834,8.20621729839256,
Gutenfürst BTS 23191,GTFG,6362  (Leipzig-Connewitz. W 10 - Hof Hbf. W 121),Chemnitz 1T110. Chemnitz 1T110. Serviceteam,Mehrraum-Gebäudestandort,50.4160423677875,11.9604742319238,
Gotha BTS 17150,GTHG,6340  (Halle (Saale) Hbf. Gl 4W - Baunatal-Guntershausen. W 8),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.9391611926532,10.7105478489803,
Gittelde BTS 15851,GTLD--G,1812  (Seesen. W 16 - Herzberg (Harz). W 23),Braunschweig 2T020. Braunschweig 2T020. Serviceteam,Einraum-Gebäudestandort,51.7879480683527,10.2028134529488,
Sigmaringen Gutenstein BTS 24034,GTNS--G,4660  (Tuttlingen. W 23 - Abzw Inzigkofen. W 151),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.0797154498671,9.11054421875457,
Dietfurther Tu. BTS 24036,GTNST-G,4660  (Tuttlingen. W 23 - Abzw Inzigkofen. W 151),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.0802766999984,9.13554890126102,
Gottwollshausen BSH ZBF/BTS 21110,GTWH,4950  (Crailsheim - Eppingen. W 62),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,49.1272192431158,9.71221625841516,
Götzenhof BTS 10410,GTZG,3600  (Frankfurt (Main) Hbf - Göttingen. W 251),Kassel 3T030. Kassel 3T030. Serviceteam,Mehrraum-Gebäudestandort,50.5773948952829,9.71379760728726,
Guben BTS 23060,GUBG,6153  (Berlin Ostbahnhof - Guben (DB-Grenze)),Cottbus 1T060. Cottbus 1T060. Serviceteam,Mehrraum-Gebäudestandort,51.9688533150196,14.703320607615,
Gunzenhausen BTS 18741,GUHA--G,5321  (Treuchtlingen - Würzburg Hbf),S-MUE-S3 (8S030). München Land. Servicebezirk,Mehrraum-Gebäudestandort,49.1198632888424,10.7537583848099,
Gummersbach BTS 23778,GUMB--G,2810  (Hagen-Oberhagen - Dieringhausen. W 64),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.0299946579341,7.55027590794157,
Grünstadt BSH ZBF/BTS 20194,GUNG,3430  (Bad Dürkheim. Gl 2 - Monsheim. W 35),Darmstadt 3T040. Darmstadt 3T040. Serviceteam,Mehrraum-Gebäudestandort,49.5647195145182,8.16832898579632,
Guntershausen BTS 10713,GUNH--G,6340  (Halle (Saale) Hbf. Gl 4W - Baunatal-Guntershausen. W 8),W-ESB-S3 (6S030). Kassel. Servicebezirk,Mehrraum-Gebäudestandort,51.2293385111055,9.46689499558789,
Güsten BTS 17503,GUSG,6420  (Köthen. Gl 3 - Aschersleben. W 4623),Magdeburg 1T070. Magdeburg 1T070. Serviceteam,Mehrraum-Gebäudestandort,51.7911036893837,11.6022131019531,
Gütersloh F 6116 M 25A Ri. BTS,Gütersloh028,,W-ESN-S1 (5S010). Hagen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,3.75021052388294E-03,-20.9735292747712,
Guxhagen BTS 10710,GUX---G,6340  (Halle (Saale) Hbf. Gl 4W - Baunatal-Guntershausen. W 8),Kassel 3T030. Kassel 3T030. Serviceteam,Mehrraum-Gebäudestandort,51.2056220342444,9.47932538360195,
Grevenbroich BTS 22822,GV_G,2611  (Köln-Ehrenfeld. W 50 - Rheydt Hbf. W 43),W-ESN-S3 (5S030). Opladen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.0979115777869,6.58263877198784,
Grevenbroich Erftwerk BTS 21846,GVEG,2611  (Köln-Ehrenfeld. W 50 - Rheydt Hbf. W 43),W-ESN-S3 (5S030). Opladen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.0827726794461,6.61833257348141,
Großwalbur BTS 24404,GWAL--G,5122  (Coburg. W 60 - Bad Rodach. Gl 1),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,50.3269397068005,10.8383258918817,
Großwudicke BTS 14815,GWDG,6107  (Berlin Lehrter Bf - Lehrte. W 953),O-DRE-S5 (0S050). Magdeburg. Servicebezirk,Mehrraum-Gebäudestandort,52.5902698254943,12.2302683287438,
Großwudicke BTS 14815,GWDG,6107  (Berlin Lehrter Bf - Lehrte. W 953),O-DRE-S5 (0S050). Magdeburg. Servicebezirk,Mehrraum-Gebäudestandort,52.5902698254943,12.2302683287438,
Wuppertal Gänsebrücke Gaswerk BTS 12873,GWLG,2723  (Wuppertal-Vohwinkel. W 088 - Kupferdreh. Streckenwechsel 240),Düsseldorf 3T060. Düsseldorf 3T060. Serviceteam,Mehrraum-Gebäudestandort,51.2416054586741,7.05855456073299,
Glasewitz BTS 22859,GWZ_,6926  (Priemerburg. W 3 - Plaaz. W 20),O-BLN-S3 (1S030). Schwerin. Servicebezirk,Mehrraum-Gebäudestandort,53.811100933343,12.2705466975635,
Günzburg BTS 18001,GZBG,5302  (Augsburg Hbf - Ulm Hbf. W 267),S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,48.4605532632242,10.2799914110763,
Wasserburg (Günz) BTS,GZBW--G,5351  (Günzburg. W 5 - Mindelheim. W 20),Nürnberg 4T110. Nürnberg 4T110. Serviceteam,Einraum-Gebäudestandort,48.4284935860161,10.2735141930544,
Greiz-Dölau BTS 23690,GZ-D--G,6269  (Gera Süd. W 8 - Weischlitz. Gl 15),Chemnitz 1T110. Chemnitz 1T110. Serviceteam,Mehrraum-Gebäudestandort,50.630827455552,12.1861007125173,
Greiz BTS 23689,GZ----G,6269  (Gera Süd. W 8 - Weischlitz. Gl 15),Chemnitz 1T110. Chemnitz 1T110. Serviceteam,Mehrraum-Gebäudestandort,50.6511056185553,12.1938796218016,
Günzach BSH ZBF/BTS 17897,GZH_,5362  (Buchloe - Lindau Hbf),S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,47.8258323602945,10.4277685304736,
Greiz Klärwerk BTS 23725,GZ--K-G,6269  (Gera Süd. W 8 - Weischlitz. Gl 15),Chemnitz 1T110. Chemnitz 1T110. Serviceteam,Mehrraum-Gebäudestandort,50.6780501821158,12.180823662676,
Ahlem Stw Af BTS 15728,H_AG,1750  (Wunstorf. W 105 --Han-Linden-- - Lehrte. Stw Lnf. W 257),N-HAN-S1 (3S010). Hannover. Servicebezirk,Mehrraum-Gebäudestandort,52.3861027862952,9.67046686009808,
Hannover Hainholz BTS 22209,H_HA,1701  (Hannover Hbf. W 394 --(Han Hgbf)-- - Seelze Rbf),N-HAN-S1 (3S010). Hannover. Servicebezirk,Mehrraum-Gebäudestandort,52.3937419332618,9.71929986088759,
Hannover Linden BTS 16155,H_LB,1760  (Hannover Hbf - Soest),N-HAN-S1 (3S010). Hannover. Servicebezirk,Mehrraum-Gebäudestandort,52.3545759077149,9.70963381398367,
Hannover Misburg BTS 16312,H_MB,1750  (Wunstorf. W 105 --Han-Linden-- - Lehrte. Stw Lnf. W 257),Hannover 2T010. Hannover 2T010. Serviceteam,Mehrraum-Gebäudestandort,52.3765201350021,9.87738411601887,
Hannover Tiergarten BSH BTS 15630,H_TB,1730  (Hannover Hbf - Braunschweig Hbf),N-HAN-S1 (3S010). Hannover. Servicebezirk,Mehrraum-Gebäudestandort,52.3747141954298,9.82610544554343,
Haan BTS 21401,HAAG,2730  (Gruiten - Köln Neurather Ring. Streckenwechsel 2652/2659/273),Düsseldorf 3T060. Düsseldorf 3T060. Serviceteam,Mehrraum-Gebäudestandort,51.1874940288625,6.99833188900174,
Haasow BTS 22722,HAAS--G,6205  (Cottbus. W 261 - Forst (Lausitz) (DB-Grenze)),O-BLN-S2 (1S020). Berlin2. Servicebezirk,Mehrraum-Gebäudestandort,51.7472152991501,14.4238764858357,
Hattingen/R Bf BTS 12912,HABF,2400  (Düsseldorf Hbf --Essen-Überruhr-- - Hagen Hbf),W-ESN-S3 (5S030). Opladen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.4005496518479,7.163888274413,
Hagen Boele BTS 24644,HA-B--G,2800  (Hagen Hbf. W 11 - Haiger. W 97),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.3880496744258,7.45249909890864,
Hammelburg BTS 24323,HABU--G,5210  (Gemünden (Main). W 279 - Bad Kissingen. Gl 16),Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,50.1209429852266,9.879324899414,
Hengstenberger Tu. Nord BTS 23788,HA-D--G,2810  (Hagen-Oberhagen - Dieringhausen. W 64),Düsseldorf 3T060. Düsseldorf 3T060. Serviceteam,Mehrraum-Gebäudestandort,51.2988825896502,7.52610891947476,
Hadamar BTS 25144,HADM--G,3730  (Limburg (Lahn). W 3 - Altenkirchen (Westerwald). W 10),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,50.4541013773064,8.0447906712076,
Hardegsen BTS 24858,HADS--G,2975  (Ottbergen. W 61 - Northeim (Han)),N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,51.6596320792963,9.82360582529306,
Ambrock Brücke BTS 23786,HAEL--G,2810  (Hagen-Oberhagen - Dieringhausen. W 64),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.3213825743341,7.51666435494698,
Haiger Allendorf BTS 22932,HAGA--G,2651  (Köln Messe/Deutz - Gießen. W 303),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Mehrraum-Gebäudestandort,50.744044737878,8.18452171131419,
Hagebök BTS 23083,HAGB--G,6921  (Wismar. W 38 - Rostock Hbf. W 10),Schwerin 1T040. Schwerin 1T040. Serviceteam,Mehrraum-Gebäudestandort,53.9588782119369,11.6147143058406,
Hagen Hengstey BTS 12267,HAGE,2800  (Hagen Hbf. W 11 - Haiger. W 97),Düsseldorf 3T060. Düsseldorf 3T060. Serviceteam,Mehrraum-Gebäudestandort,51.4049940543207,7.45666584310061,
Hagen Hengstey BTS 12267,HAGE,2800  (Hagen Hbf. W 11 - Haiger. W 97),Düsseldorf 3T060. Düsseldorf 3T060. Serviceteam,Mehrraum-Gebäudestandort,51.4049940543207,7.45666584310061,
F 6510 M 123/124 Ri. BTS Hohenlimburg,Hagen Hohenlimbur020,2800  (Hagen Hbf. W 11 - Haiger. W 97),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.3482638489403,7.57589787738528,
Hagen Halden BTS 12120,HAGG,2800  (Hagen Hbf. W 11 - Haiger. W 97),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Einraum-Gebäudestandort,51.3824444008001,7.51782902494883,
Hahn BTS 15708,HAH_,1522  (Oldenburg (Oldb) Hbf - Wilhelmshaven Hbf),Bremen 2T060. Bremen 2T060. Serviceteam,Mehrraum-Gebäudestandort,53.2923245372374,8.1653584749271,
Haida BTS 22743,HAI_,6207  (Horka (DB-Grenze) - Roßlau (Elbe). W 14),O-BLN-S2 (1S020). Berlin2. Servicebezirk,Mehrraum-Gebäudestandort,51.4927707779102,13.4444326754311,
Laufach-Hain BTS 18687,HAIG,5200  (Würzburg Hbf - Aschaffenburg Hbf),Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,50.0149955343506,9.34499512412272,
M 55.1/56 F 6510 Ri. BTS Sechshelden,HaigerSechshelden002,2651  (Köln Messe/Deutz - Gießen. W 303),W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.7489481688455,8.253100144214,
Hainbuch Tu. Nord BTS 10810,HAIN,1733  (Hannover Hbf --Kassel-Wilhelmshöhe-- - Würzburg Hbf),Kassel 3T030. Kassel 3T030. Serviceteam,Mehrraum-Gebäudestandort,51.1611054711467,9.56055013631009,
Halle/S BTS 21342,HALG,6340  (Halle (Saale) Hbf. Gl 4W - Baunatal-Guntershausen. W 8),Halle 1T080. Halle 1T080. Serviceteam,Mehrraum-Gebäudestandort,51.4703491131877,11.9883273427652,
Halle/S Nietleben BTS 17174,HALN--G,6800  (Halle-Nietleben - Hettstedt),Halle 1T080. Halle 1T080. Serviceteam,Mehrraum-Gebäudestandort,51.4874932627217,11.9074908307145,
Halle/S Neustadt Tunnelbf BTS 17168,HAL-NTG,6355  (Angersdorf. Abzw Awo. W 103 - Halle-Nietleben),Halle 1T080. Halle 1T080. Serviceteam,Mehrraum-Gebäudestandort,51.4811039790632,11.9202692848587,
Halle/S Trotha BTS 23006,HALR,6344  (Halle (Saale) Hbf. W 64 - Vienenburg),Halle 1T080. Halle 1T080. Serviceteam,Mehrraum-Gebäudestandort,51.5234989398226,11.9622183540078,
Halle/S Trotha BTS 23006,HALR,6344  (Halle (Saale) Hbf. W 64 - Vienenburg),Halle 1T080. Halle 1T080. Serviceteam,Mehrraum-Gebäudestandort,51.5234989398226,11.9622183540078,
Halle/S ESTW-AB/BTS 20900,HALS,6132  (Berlin Anhalter Bf - Halle (Saale) Hbf. Gl 4W),Halle 1T080. Halle 1T080. Serviceteam,Mehrraum-Gebäudestandort,51.5008263660734,12.0347131030346,
Halle/S ESTW-AB/BTS 20900,HALS,6132  (Berlin Anhalter Bf - Halle (Saale) Hbf. Gl 4W),Halle 1T080. Halle 1T080. Serviceteam,Mehrraum-Gebäudestandort,51.5008263660734,12.0347131030346,
Ehr BTS 21786 <außer Betrieb>,Halsenbach001,3020  (Simmern. W 33 - Boppard Süd),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,50.1760750724352,7.57170580476367,
Hamm Basa/ZWR K0732/BTS 12815,HAMB,2932  (Unna. W 3 - Hamm (Westf)),Münster 3T110. Münster 3T110. Serviceteam,Mehrraum-Gebäudestandort,51.6727710708057,7.81083182011006,
Hamm Neustadt Bü BTS 25480,HAM---G,2250  (Oberhausen-Osterfeld Süd. W 332 - Hamm (Westf). W 903),Münster 3T110. Münster 3T110. Serviceteam,Mehrraum-Gebäudestandort,51.645937610887,7.77835881836858,
Hamminkeln-Dingden BTS,HamminkelnDingden008,2263  (Wesel. W 9 - Bocholt. W 3),Münster 3T110. Münster 3T110. Serviceteam,Einraum-Gebäudestandort,51.7700843938204,6.60790024007973,
Hamm Weetfield BTS 12673,HAMT,2250  (Oberhausen-Osterfeld Süd. W 332 - Hamm (Westf). W 903),W-ESN-S1 (5S010). Hagen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.645937610887,7.77835881836858,
M 1.13/1.14 F 6505 Ri.Hanau Funkstelle BTS 10353,Hanau032,3600  (Frankfurt (Main) Hbf - Göttingen. W 251),Gießen 3T020. Gießen 3T020. Serviceteam,Mehrraum-Gebäudestandort,50.1215999714143,8.87600599213846,
Goldberg Tu. Ost BTS 23785,HA-O--G,2819  (Hagen Hbf - Hagen-Oberhagen),Düsseldorf 3T060. Düsseldorf 3T060. Serviceteam,Mehrraum-Gebäudestandort,51.3513827055135,7.47694261424539,
Hattrop BSH ZBF / BTS 13066,HAP_,2103  (Dortmund Hbf - Soest. W 9),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Einraum-Gebäudestandort,51.5742712482849,8.05933039926725,
Hattrop BSH ZBF / BTS 13066,HAP_,2103  (Dortmund Hbf - Soest. W 9),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Einraum-Gebäudestandort,51.5742712482849,8.05933039926725,
Haar BTS 18406,HARG,5510  (München Hbf - Rosenheim),Rosenheim 4T080. Rosenheim 4T080. Serviceteam,Mehrraum-Gebäudestandort,48.1111228851537,11.7308788750486,
Hagen Rummenohl BTS 23791,HA-R--G,2810  (Hagen-Oberhagen - Dieringhausen. W 64),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.278882768792,7.5308322446073,
Haren Tinnen BTS 15768,HART,2931  (Hamm (Westf) - Emden Rbf),N-HAN-S3 (3S030). Osnabrück. Servicebezirk,Mehrraum-Gebäudestandort,52.8185197362505,7.3204158723687,
Hasbergen HHV Tergen BTS 12868,HASG,2200  (Wanne-Eickel Hbf. W 74 --Bremen Hbf-- - Hamburg Hbf. W 472),Bremen 2T060. Bremen 2T060. Serviceteam,Mehrraum-Gebäudestandort,52.2392984094432,7.93663724430525,
Hassel BTS 23210,HASL--G,6426  (Borstel (Kr Stendal). W 23 - Niedergörne),O-DRE-S5 (0S050). Magdeburg. Servicebezirk,Mehrraum-Gebäudestandort,52.6436026455947,11.9269355158266,
Haßloch BTS 22879,HASS,3280  (Homburg (Saar) Hbf - Ludwigshafen (Rhein) Hbf. W 3),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.3722192947034,8.25527315920448,
Hattorf BTS 24229,HATF--G,1810  (Northeim (Han) - Nordhausen. W 357),Braunschweig 2T020. Braunschweig 2T020. Serviceteam,Mehrraum-Gebäudestandort,51.6449379380912,10.2399351246963,
Haste BTS 15587,HATG,1700  (Hannover Hbf - Hamm (Westf)),Hannover 2T010. Hannover 2T010. Serviceteam,Mehrraum-Gebäudestandort,52.3766312517089,9.38588469620246,
Hattenheim BTS 10409,HATH--G,3507  (Wiesbaden Ost. W 403 - Niederlahnstein. Streckenwechsel 2324),Darmstadt 3T040. Darmstadt 3T040. Serviceteam,Mehrraum-Gebäudestandort,50.0136462567121,8.05720768730227,
Hattert BTS 25158,HATR--G,3730  (Limburg (Lahn). W 3 - Altenkirchen (Westerwald). W 10),W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.6768095249371,7.77272736468876,
Hausen/Leinefelde BTS 17010,HAU_,6343  (Halle (Saale) Hbf. Gl 5W - Hann Münden. W 376),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.3824933362081,10.3794376635919,
Hirtenbach BTS 21205,HAUN--G,3450  (Rheinsheim. Streckenwechsel 4132/3450 - Rohrbach (Saar). W 3),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.2010816442414,7.81481654831632,
Hasenwechsel BTS 16191,HAWG,1710  (Hannover Hbf - Celle. W 107),Hannover 2T010. Hannover 2T010. Serviceteam,Mehrraum-Gebäudestandort,52.557742024642,9.96677176306103,
Hagen BSH ZBF Rehsiepen / BTS 21385,HA-W--G,2550  (Aachen Hbf. W 25 --Arnsberg (W.)-- - Kassel Hbf),Düsseldorf 3T060. Düsseldorf 3T060. Serviceteam,Mehrraum-Gebäudestandort,51.3519106725036,7.45124892906011,
Hagen BSH ZBF Rehsiepen / BTS 21385,HA-W--G,2550  (Aachen Hbf. W 25 --Arnsberg (W.)-- - Kassel Hbf),Düsseldorf 3T060. Düsseldorf 3T060. Serviceteam,Mehrraum-Gebäudestandort,51.3519106725036,7.45124892906011,
Bremen Burg BTS 16186,HB_T,1740  (Wunstorf. W 18 - DB-Grenze. (Bremerhaven-Seehafen)),Bremen 2T060. Bremen 2T060. Serviceteam,Mehrraum-Gebäudestandort,53.1617964197647,8.70366295613533,
Bremen BK Horn BTS 13651,HBBH,2200  (Wanne-Eickel Hbf. W 74 --Bremen Hbf-- - Hamburg Hbf. W 472),N-HMB-S3 (2S030). Bremen. Servicebezirk,Mehrraum-Gebäudestandort,53.0974906825901,8.87832916486268,
Herbrechtingen ZBF-Haus/BTS 21069,HBCG,4760  (Aalen. W 81 - Ulm Hbf. W 123),Nürnberg 4T110. Nürnberg 4T110. Serviceteam,Mehrraum-Gebäudestandort,48.6258310117207,10.1697148419819,
Herbrechtingen ZBF-Haus/BTS 21069,HBCG,4760  (Aalen. W 81 - Ulm Hbf. W 123),Nürnberg 4T110. Nürnberg 4T110. Serviceteam,Mehrraum-Gebäudestandort,48.6258310117207,10.1697148419819,
Hangelsberg BTS 14755,HBEG,6153  (Berlin Ostbahnhof - Guben (DB-Grenze)),Cottbus 1T060. Cottbus 1T060. Serviceteam,Mehrraum-Gebäudestandort,52.3994364094061,13.9216549079843,
Harbatshofen BTS 17977,HBF_,5362  (Buchloe - Lindau Hbf),S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,47.6058326013889,10.0169361849359,
Herrenberg Bf BTS 20778,HBGB,4860  (Stuttgart Hbf - Horb. W 106),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.5938871266332,8.86277175216124,
Bremen Hemelingen BTS 15581,HBHG,2200  (Wanne-Eickel Hbf. W 74 --Bremen Hbf-- - Hamburg Hbf. W 472),N-HMB-S3 (2S030). Bremen. Servicebezirk,Mehrraum-Gebäudestandort,53.0533243960611,8.88694008740048,
Herbolzheim/J ZBF BTS 20735,HBJ_,4900  (Bietigheim-Bissingen. W 092 - Osterburken. W 67),Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,49.281385788476,9.25999483191645,
Herbolzheim/J ZBF BTS 20735,HBJ_,4900  (Bietigheim-Bissingen. W 092 - Osterburken. W 67),Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,49.281385788476,9.25999483191645,
Harbke BTS 20256,HBKG,6400  (Eilsleben (b Magdeburg) - Helmstedt),Magdeburg 1T070. Magdeburg 1T070. Serviceteam,Mehrraum-Gebäudestandort,52.2094363488248,11.0474928584613,
Bremen Mahndorf BTS 23271,HBMD,1740  (Wunstorf. W 18 - DB-Grenze. (Bremerhaven-Seehafen)),Bremen 2T060. Bremen 2T060. Serviceteam,Mehrraum-Gebäudestandort,53.0389633878925,8.94652417234083,
Horn-Bad Meinberg BTS 12811,HBMG,2980  (Herford. W 18 - Himmighausen. W 21),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Mehrraum-Gebäudestandort,51.8818321017931,8.95476213311613,
Hildburghausen BTS 23142,HBN---G,6311  (Eisenach. W 325 - Lichtenfels. W 38),Erfurt 1T120. Erfurt 1T120. Serviceteam,Mehrraum-Gebäudestandort,50.4277724209275,10.7124922857932,
Bremen Rbf BTS 16077,HBRT,1740  (Wunstorf. W 18 - DB-Grenze. (Bremerhaven-Seehafen)),Bremen 2T060. Bremen 2T060. Serviceteam,Mehrraum-Gebäudestandort,53.134463629065,8.74477508955426,
Hambrücken BTS 20277,HBRZ,4080  (Mannheim Hbf. Gl 3/5 - Stuttgart-Zuffenhausen. W 580),Karlsruhe 4T030. Karlsruhe 4T030. Serviceteam,Mehrraum-Gebäudestandort,49.1824972997477,8.52749558760514,
Hambrücken BTS 20277,HBRZ,4080  (Mannheim Hbf. Gl 3/5 - Stuttgart-Zuffenhausen. W 580),Karlsruhe 4T030. Karlsruhe 4T030. Serviceteam,Mehrraum-Gebäudestandort,49.1824972997477,8.52749558760514,
Halberstadt BTS 14695,HBSG,6344  (Halle (Saale) Hbf. W 64 - Vienenburg),Magdeburg 1T070. Magdeburg 1T070. Serviceteam,Mehrraum-Gebäudestandort,51.8977707329988,11.0763819147894,
Bremen Schwachhausen BTS 21676,HBST,2200  (Wanne-Eickel Hbf. W 74 --Bremen Hbf-- - Hamburg Hbf. W 472),N-HMB-S3 (2S030). Bremen. Servicebezirk,Mehrraum-Gebäudestandort,53.0813409863056,8.82195976596479,
Herbolzheim/B ZBF BTS 19966,HBZG,4000  (Mannheim - Konstanz Landesgrenze),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.2247217333317,7.76860750247941,
Nister Ost BTS 25157,HCHB--G,3730  (Limburg (Lahn). W 3 - Altenkirchen (Westerwald). W 10),W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.6703078764371,7.85516321352593,
Mühlacker Hohleiche ZBF-Haus/BTS 21107,HCHG,4800  (Stuttgart Hbf - Bretten. Streckenwechsel 4130/4800),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,48.9566639729762,8.88860572136089,
Mühlacker Hohleiche ZBF-Haus/BTS 21107,HCHG,4800  (Stuttgart Hbf - Bretten. Streckenwechsel 4130/4800),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,48.9566639729762,8.88860572136089,
Frau Nauses Tu. Portal Süd BSH/BTS 23988,HCHO--G,4113  (Eberbach. W 30 - Hanau Hbf. W 140),Darmstadt 3T040. Darmstadt 3T040. Serviceteam,Mehrraum-Gebäudestandort,49.8119404835277,8.97610561182532,
Hechthausen BTS 25491,HCHT--G,1720  (Lehrte. W 154 - Cuxhaven),Lüneburg 2T030. Lüneburg 2T030. Serviceteam,Mehrraum-Gebäudestandort,53.6416566923138,9.22221733399842,
Heidelberg ZBF BTS 19894,HD_G,4000  (Mannheim - Konstanz Landesgrenze),Karlsruhe 4T030. Karlsruhe 4T030. Serviceteam,Mehrraum-Gebäudestandort,49.3986079744877,8.68360640176007,
Haideburg BTS 21787,HDB_,6411  (Trebnitz. Streckenwechsel 6410/6411 - Leipzig Hbf. Gl 9),O-DRE-S4 (0S040). Leipzig. Servicebezirk,Mehrraum-Gebäudestandort,51.7740957851586,12.2458404810743,
