Anschrift,Ortskürzel,Streckennummer,Servicebezirk,Standortart,Ort_Lat,Ort_Lon,
Thalkirchdorf BTS 17921,TKD_,5362  (Buchloe - Lindau Hbf),S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,47.5547221265728,10.0699917538546,
Türkheim BTS 23425,TKHG,5360  (Buchloe - Memmingen. W 14),S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,48.0467208862962,10.6132718393405,
Türkismühle BTS 11666,TKMG,3511  (Bingen (Rhein) Hbf. W 134 - Saarbrücken Hbf),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.576941729039,7.11083158871964,
Telgte BTS 12959,TLGT--G,2013  (Münster (Westf) Hbf - Rheda-Wiedenbrück. W 61),Münster 3T110. Münster 3T110. Serviceteam,Mehrraum-Gebäudestandort,51.981104173251,7.77388715512742,
Telgte Westbevern Stw Wf / BTS 12878,TLGT-G2,2200  (Wanne-Eickel Hbf. W 74 --Bremen Hbf-- - Hamburg Hbf. W 472),Münster 3T110. Münster 3T110. Serviceteam,Mehrraum-Gebäudestandort,52.0511035100767,7.77833176340013,
Mühlen Talhof BTS 21158,TLHG,4860  (Stuttgart Hbf - Horb. W 106),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.4599987007076,8.72943942758473,
Mühlen Talhof Mühlener Tu. BTS 21089,TLHM,4860  (Stuttgart Hbf - Horb. W 106),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.4516649274081,8.72749500290689,
Talmühle ZBF/BTS 20076,TM_G,4250  (Offenburg. W 152 - Singen (Hohentwiel). W 73),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.8830547748974,8.8130493224295,
Tangerhütte BTS 22113,TNH---G,6402  (Magdeburg Hbf - Stendal),O-DRE-S5 (0S050). Magdeburg. Servicebezirk,Mehrraum-Gebäudestandort,52.4422922173725,11.8145947978908,
Töppeln BTS 16917,TOEP,6307  (Weimar. W 106 - Gera Hbf. W 245),O-DRE-S2 (0S020). Plauen. Servicebezirk,Mehrraum-Gebäudestandort,50.8908271995184,12.0063796839789,
F 5926 M 5/6 Ri. BTS Toitz-Rustow,Toitz-Rustow009,6088  (Berlin-Gesundbrunnen. W 119 --Neubrandenbg-- - Stralsund),Neubrandenburg 1T050. Neubrandenburg 1T050. Serviceteam,Mehrraum-Gebäudestandort,53.9788793298952,13.0370797614362,
Tröbitz BTS 22716,TÖR_,6345  (Halle (Saale) Hbf. Gl 5W - Guben. W 157),O-BLN-S2 (1S020). Berlin2. Servicebezirk,Mehrraum-Gebäudestandort,51.6011042350984,13.4436003957481,
Tröbitz BTS 22716,TÖR_,6345  (Halle (Saale) Hbf. Gl 5W - Guben. W 157),O-BLN-S2 (1S020). Berlin2. Servicebezirk,Mehrraum-Gebäudestandort,51.6011042350984,13.4436003957481,
Torgau BTS 23551,TORG,6345  (Halle (Saale) Hbf. Gl 5W - Guben. W 157),O-DRE-S4 (0S040). Leipzig. Servicebezirk,Mehrraum-Gebäudestandort,51.565826241054,12.9958221261422,
Torgau BTS 23551,TORG,6345  (Halle (Saale) Hbf. Gl 5W - Guben. W 157),O-DRE-S4 (0S040). Leipzig. Servicebezirk,Mehrraum-Gebäudestandort,51.565826241054,12.9958221261422,
Tostedt BTS 13684,TOSG,2200  (Wanne-Eickel Hbf. W 74 --Bremen Hbf-- - Hamburg Hbf. W 472),N-HMB-S3 (2S030). Bremen. Servicebezirk,Mehrraum-Gebäudestandort,53.273602176437,9.73721696234339,
Tapfheim BTS 18160,TPFG,5381  (Seehof. W 714 - Neuoffingen. W 47),Nürnberg 4T110. Nürnberg 4T110. Serviceteam,Mehrraum-Gebäudestandort,48.6972198750441,10.7397135835788,
Traben-Trarbach BTS 24698,TRAT--G,3112  (Abzw Pünderich DB. W 52 - Traben-Trarbach DB. Gl 2),W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,49.9631941871494,7.13063815479863,
Trebbin Basa / BTS 20243,TRB_,6132  (Berlin Anhalter Bf - Halle (Saale) Hbf. Gl 4W),Cottbus 1T060. Cottbus 1T060. Serviceteam,Mehrraum-Gebäudestandort,52.2162254503446,13.2284591856931,
Trebbin Basa / BTS 20243,TRB_,6132  (Berlin Anhalter Bf - Halle (Saale) Hbf. Gl 4W),Cottbus 1T060. Cottbus 1T060. Serviceteam,Mehrraum-Gebäudestandort,52.2162254503446,13.2284591856931,
Trebbin Basa / BTS 20243,TRB__C145,,DB Netz AG,Raumstandort,52.2162254503446,13.2284591856931,
Treben Lehma BTS 22792,TRBL--G,6362  (Leipzig-Connewitz. W 10 - Hof Hbf. W 121),O-DRE-S2 (0S020). Plauen. Servicebezirk,Mehrraum-Gebäudestandort,51.047215845987,12.4411010925057,
Triebes BTS 25006,TRBS--G,6653  (Werdau West - Mehltheuer. W 28),O-DRE-S2 (0S020). Plauen. Servicebezirk,Mehrraum-Gebäudestandort,50.6927724316429,12.0241573219325,
Triesdorf WP BTS 18743,TRDO--G,5321  (Treuchtlingen - Würzburg Hbf),S-MUE-S3 (8S030). München Land. Servicebezirk,Mehrraum-Gebäudestandort,49.2141638567932,10.6633259593382,
Trebitz BTS 22018,Trebitz001,6118  (Berlin-Charlottenburg. W 301 - Blankenheim Trennungsbf. W 26),O-BLN-S2 (1S020). Berlin2. Servicebezirk,Mehrraum-Gebäudestandort,52.1713810040115,12.7327674868382,
Trier BTS 24955,TR----G,3010  (Koblenz Hbf - Perl (DB-Grenze)),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,49.7613858249521,6.65861010387532,
F 7305 M 62/63 Ri. BTS Trier Quint,Trier Quint005,3010  (Koblenz Hbf - Perl (DB-Grenze)),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,49.8271769274659,6.70800192746893,
Triberg Farrenhalde BTS 20136,TRIF,4250  (Offenburg. W 152 - Singen (Hohentwiel). W 73),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.1361103822891,8.26499564058948,
Triberg Gremmelsbach BSH ZBF/BTS 20218,TRIG,4250  (Offenburg. W 152 - Singen (Hohentwiel). W 73),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.1546018730301,8.25828703649163,
Triberg Hohnentunnel BSH ZBF/BTS 19950,TRIH,4250  (Offenburg. W 152 - Singen (Hohentwiel). W 73),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.1436100474059,8.2458286163452,
Triberg Kehrtunnel BSH ZBF/BTS 20073,TRIK,4250  (Offenburg. W 152 - Singen (Hohentwiel). W 73),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.1444435113876,8.24332905531652,
Triberg Nußbach BSH ZBF/BTS 19939,TRIN,4250  (Offenburg. W 152 - Singen (Hohentwiel). W 73),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.1349992126196,8.25527346520574,
Triberg Seelenwald-Tu. BSH ZBF/BTS 20044,TRIS,4250  (Offenburg. W 152 - Singen (Hohentwiel). W 73),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.1599994512534,8.24360591509433,
Triberg Großhalde-Tu. BSH ZBF/BTS 20195,TRIT,4250  (Offenburg. W 152 - Singen (Hohentwiel). W 73),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.1443741582308,8.23691481379291,
Treis-Karden BTS 11838,TRKG,3010  (Koblenz Hbf - Perl (DB-Grenze)),W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.1844402960721,7.30360894204142,
Treuchtlingen BTS 18192,TRLI--G,5310  (Donauwörth. W 2 - Treuchtlingen),S-MUE-S3 (8S030). München Land. Servicebezirk,Mehrraum-Gebäudestandort,48.9455526301121,10.9080467467996,
Trier Quint BTS 11813,TRQG,3010  (Koblenz Hbf - Perl (DB-Grenze)),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,49.8273160059913,6.70803287012771,
Nieder Ramstadt-Traisa BTS 24501,TRSA--G,3554  (Darmstadt Nord. W 654 - Wiebelsbach-Heubach. W 1),W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,49.8310209207369,8.70766739244372,
Trier Süd BTS 11809,TRSG,3132  (Moselbrücke Pfalzel. W 212 - Trier Süd. W 810),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,49.7430528895099,6.63555400301619,
Trier Süd BTS 11809,TRSG,3132  (Moselbrücke Pfalzel. W 212 - Trier Süd. W 810),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,49.7430528895099,6.63555400301619,
Toitz-Rustow BTS 15286,TRUG,6088  (Berlin-Gesundbrunnen. W 119 --Neubrandenbg-- - Stralsund),Neubrandenburg 1T050. Neubrandenburg 1T050. Serviceteam,Mehrraum-Gebäudestandort,53.9788786135517,13.0371010469885,
Treysa Bf EG/BTS 10703,TRY_,3900  (Kassel Hbf - Frankfurt (Main) Hbf),Kassel 3T030. Kassel 3T030. Serviceteam,Mehrraum-Gebäudestandort,50.9106864018679,9.18509455178809,
Treysa Bf EG/BTS 10703,TRY_,3900  (Kassel Hbf - Frankfurt (Main) Hbf),Kassel 3T030. Kassel 3T030. Serviceteam,Mehrraum-Gebäudestandort,50.9106864018679,9.18509455178809,
Tschifflick BTS 21160,TSFF--G,3450  (Rheinsheim. Streckenwechsel 4132/3450 - Rohrbach (Saar). W 3),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.2540267129703,7.40421218770455,
Titisee BTS 22720,TTSE--G,4300  (Freiburg (Breisgau) Hbf. W 103 - Donaueschingen. W 32),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,47.9058328478902,8.16166139074359,
Hameln Tündern BTS 15711,TUD_,1760  (Hannover Hbf - Soest),Hannover 2T010. Hannover 2T010. Serviceteam,Mehrraum-Gebäudestandort,52.0681316873064,9.38955025888537,
Tübingen BTS 25519,TUE---G,4600  (Plochingen --(Horb)-- - Immendingen. W 17),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.5146128232657,9.05147373901226,
Tübingen Lustnau BTS 20925,TUEL,4600  (Plochingen --(Horb)-- - Immendingen. W 17),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.5324987839147,9.11249466379962,
Tübingen West BTS 21040,TUEW,4633  (Tübingen Hbf. Gl 13 - Herrenberg. Gl 102),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.5156911866377,9.04702092272383,
Tullau BSH ZBF BTS 21079,TUL_,4950  (Crailsheim - Eppingen. W 62),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,49.0947192394858,9.73943716253996,
Tullau BSH ZBF BTS 21079,TUL_,4950  (Crailsheim - Eppingen. W 62),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,49.0947192394858,9.73943716253996,
Türkheim AM 1A Ri. BTS,Türkheim012,5360  (Buchloe - Memmingen. W 14),S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,48.0465831531589,10.6136015295474,
Tuttlingen Hbf Container am Bstg. 4/ZWR K0155/BTS 20959,TUTC,4600  (Plochingen --(Horb)-- - Immendingen. W 17),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.9841656787781,8.80193799918286,
Tutzing BTS 17663,TUTZ,5504  (München Hbf. Starnberger Bahnhof - Mittenwald (DB-Grenze)),S-MUE-S1 (8S010). München. Servicebezirk,Mehrraum-Gebäudestandort,47.9072209723099,11.2733235111817,
Thalfröschen BTS 21187,TWFR--G,3450  (Rheinsheim. Streckenwechsel 4132/3450 - Rohrbach (Saar). W 3),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.2621060164189,7.56761124861163,
Twistringen BTS 23106,TWG_,2200  (Wanne-Eickel Hbf. W 74 --Bremen Hbf-- - Hamburg Hbf. W 472),N-HMB-S3 (2S030). Bremen. Servicebezirk,Mehrraum-Gebäudestandort,52.7884361286019,8.64063590365964,
Birkhof BTS 18901,TZBG,5051  (Weiden (Oberpf). W 22 - Neuenmarkt-Wirsberg. W 115),S-MUE-S4 (8S040). Würzburg. Servicebezirk,Mehrraum-Gebäudestandort,49.8072179237406,11.8930452382603,
Unterammergau Scherenau BTS 23926,UAS_,5451  (Murnau - Oberammergau. Gl 1),S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,47.6338881521851,11.0280457485282,
Urbach ZBF-Haus BTS 20948,UB_Z,4710  (Stuttgart-Bad Cannstatt. W 5 - Nördlingen. W 118),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,48.806664665255,9.55304906046685,
Bollensen BTS 24314,UBLL--G,2975  (Ottbergen. W 61 - Northeim (Han)),N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,51.6506603075457,9.67463363278006,
Bollertsmühle BTS 24315,UBMH--G,2975  (Ottbergen. W 61 - Northeim (Han)),N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,51.6599096923626,9.76299440905797,
Unterbrunnenreuth BTS 17769,UBRG,5501  (München Hbf - Treuchtlingen),S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,48.7208306704512,11.4463793437802,
Ubstadt BSH ZBF/BTS 20068,UBWG,4000  (Mannheim - Konstanz Landesgrenze),Karlsruhe 4T030. Karlsruhe 4T030. Serviceteam,Mehrraum-Gebäudestandort,49.1674974780734,8.62360677044424,
Ubstadt BSH ZBF/BTS 20068,UBWG,4000  (Mannheim - Konstanz Landesgrenze),Karlsruhe 4T030. Karlsruhe 4T030. Serviceteam,Mehrraum-Gebäudestandort,49.1674974780734,8.62360677044424,
Uckro Container BTS 20026,UCK---G,6135  (Berlin Südkreuz - Elsterwerda),Cottbus 1T060. Cottbus 1T060. Serviceteam,Einraum-Gebäudestandort,51.8466146518887,13.6110853878368,
Uder BTS 16939,UD__,6343  (Halle (Saale) Hbf. Gl 5W - Hann Münden. W 376),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.3669381295277,10.06304963727,
Uelzen BTS 15358,UE_G,1720  (Lehrte. W 154 - Cuxhaven),N-HAN-S1 (3S010). Hannover. Servicebezirk,Mehrraum-Gebäudestandort,52.9709913222962,10.5529372859371,
Überlingen BSH ZBF BTS 20070,UEB_,4331  (Stahringen. W 106 - Friedrichshafen Stadt. W 262),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.7691663765175,9.144715024178,
Überlingen Ost BSH ZBF BTS 20069,UEBO,4331  (Stahringen. W 106 - Friedrichshafen Stadt. W 262),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.7640861437838,9.16805709071014,
Hainberg BTS 23536,UEWW--G,1960  (Uelzen - Langwedel. W 48),N-HAN-S1 (3S010). Hannover. Servicebezirk,Mehrraum-Gebäudestandort,53.0019382023952,10.48637874763,
Uffenheim BTS 18720,UFF---G,5321  (Treuchtlingen - Würzburg Hbf),S-MUE-S4 (8S040). Würzburg. Servicebezirk,Mehrraum-Gebäudestandort,49.5505516170936,10.2447151044057,
Uffing BTS 17513,UFGG,5504  (München Hbf. Starnberger Bahnhof - Mittenwald (DB-Grenze)),Augsburg 4T070. Augsburg 4T070. Serviceteam,Mehrraum-Gebäudestandort,47.7211098387283,11.1583229479561,
Untergrombach BTS 19995,UGBG,4000  (Mannheim - Konstanz Landesgrenze),Karlsruhe 4T030. Karlsruhe 4T030. Serviceteam,Mehrraum-Gebäudestandort,49.0838861563916,8.54443916957584,
Untergrombach BTS 19995,UGBG,4000  (Mannheim - Konstanz Landesgrenze),Karlsruhe 4T030. Karlsruhe 4T030. Serviceteam,Mehrraum-Gebäudestandort,49.0838861563916,8.54443916957584,
Roth-Unterheckenhofen BTS 18812,UHHF,5320  (Treuchtlingen - Nürnberg Hbf. W 44),S-MUE-S3 (8S030). München Land. Servicebezirk,Mehrraum-Gebäudestandort,49.2136082838134,11.0569363714946,
Uhldingen-Mühlhofen BSH ZBF BTS 20736,UHMH,4331  (Stahringen. W 106 - Friedrichshafen Stadt. W 262),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.7368886297084,9.2480488549349,
Uhldingen-Mühlhofen BSH ZBF BTS 20736,UHMH,4331  (Stahringen. W 106 - Friedrichshafen Stadt. W 262),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.7368886297084,9.2480488549349,
Unterkirnach Bü WP81 BTS 20320,UKI---G,4250  (Offenburg. W 152 - Singen (Hohentwiel). W 73),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.0894434496601,8.40416199529435,
Ulbersdorf BTS 24150,ULBD--G,6210  (Görlitz. Abzw Svt - Schlauroth. Stw W2),O-DRE-S1 (0S010). Dresden. Servicebezirk,Mehrraum-Gebäudestandort,50.9505495586247,14.2110985145437,
Ulbersdorf Tunnel BTS 24151,ULBD-G2,6216  (Bautzen. W 44 - Bad Schandau Gl 9),O-DRE-S1 (0S010). Dresden. Servicebezirk,Mehrraum-Gebäudestandort,50.9572157759357,14.2255424776769,
Unsleben BTS 23418,ULBG,5240  (Schweinfurt Hbf. W 33 - Meiningen. Gl. 1b),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,50.3713837526555,10.2527710821974,
Ulm Söflingen BTS 21162,ULSG,4540  (Ulm Hbf. W 225 - Sigmaringen),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.4027757995353,9.95804774749625,
Ulm Stw Süd/BTS 21347,ULST,4500  (Ulm Hbf. W 104 - Friedrichshafen Stadt. W 262),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.3966649670365,9.98277007043361,
Ulm Stw Süd/BTS 21347,ULST,4500  (Ulm Hbf. W 104 - Friedrichshafen Stadt. W 262),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.3966649670365,9.98277007043361,
Ulm Po 109 BSH ZBF / BTS 20976,ULZB,4700  (Stuttgart Hbf - Neu-Ulm. W 643),Augsburg 4T070. Augsburg 4T070. Serviceteam,Mehrraum-Gebäudestandort,48.4251430766752,9.99514229186371,
Ulm Po 109 BSH ZBF / BTS 20976,ULZB,4700  (Stuttgart Hbf - Neu-Ulm. W 643),Augsburg 4T070. Augsburg 4T070. Serviceteam,Mehrraum-Gebäudestandort,48.4251430766752,9.99514229186371,
Untermaßfeld BTS 23298,UMFG,5240  (Schweinfurt Hbf. W 33 - Meiningen. Gl. 1b),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.5369396883358,10.4149931947168,
Untermarchtal BSH/BTS 23275,UMT_,4540  (Ulm Hbf. W 225 - Sigmaringen),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.241665073414,9.6052704647451,
Undorf BTS 19488,UNDG,5850  (Regensburg Hbf. W 48 - Nürnberg Hbf),S-MUE-S4 (8S040). Würzburg. Servicebezirk,Mehrraum-Gebäudestandort,49.0256108646728,11.9442514083078,
Unterneidingen BTS 24030,UNED--G,4660  (Tuttlingen. W 23 - Abzw Inzigkofen. W 151),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.0936104489361,9.06777130096272,
Unterföhring BTS 24277,UNFH--G,5556  (München-Johanneskirchen. W 216 - München Flughafen Terminal),Rosenheim 4T080. Rosenheim 4T080. Serviceteam,Mehrraum-Gebäudestandort,48.1886096160955,11.6461009845421,
Ungerhausen AM 74A Ri. BTS,Ungerhausen001,5360  (Buchloe - Memmingen. W 14),Augsburg 4T070. Augsburg 4T070. Serviceteam,Mehrraum-Gebäudestandort,48.0142033409028,10.2675484495391,
Ungerhausen BTS 23426,UNGG,5360  (Buchloe - Memmingen. W 14),Augsburg 4T070. Augsburg 4T070. Serviceteam,Einraum-Gebäudestandort,48.0138873841235,10.2674910919097,
Unterloquitz BTS 22796,UNLO--G,6383  (Leipzig-Leutzsch. W 2 - Probstzella. Streckenwechsel 6383/50),O-DRE-S2 (0S020). Plauen. Servicebezirk,Mehrraum-Gebäudestandort,50.5803280418801,11.3895194359094,
Unna BTS 12242 b. Bü 6,UNNB,2932  (Unna. W 3 - Hamm (Westf)),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.5399104575384,7.71321995338405,
Unna BTS 12242 b. Bü 6,UNNB,2932  (Unna. W 3 - Hamm (Westf)),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.5399104575384,7.71321995338405,
Unterlüß BTS 15628,UNTL,1720  (Lehrte. W 154 - Cuxhaven),Lüneburg 2T030. Lüneburg 2T030. Serviceteam,Mehrraum-Gebäudestandort,52.8351025890645,10.299743217211,
Unterhausen Forsthaus BTS 17957,URHG,5381  (Seehof. W 714 - Neuoffingen. W 47),S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,48.7133307566862,11.0619351250763,
Urmitz Stw Uf/BTS 21925,URM_,2630  (Köln Hbf --Koblenz-- - Bingen (Rhein) Hbf. W 166),W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.4044397094564,7.49972050704036,
Urmitz Stw Uf/BTS 21925,URM_,2630  (Köln Hbf --Koblenz-- - Bingen (Rhein) Hbf. W 166),W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.4044397094564,7.49972050704036,
Unterreichenbach BTS 20950,URRB--G,4850  (Pforzheim Hbf. Gl 163 - Hochdorf (b Horb). W 1),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.8269422694999,8.71110641856275,
Urweiler BTS 11677,URW_,3511  (Bingen (Rhein) Hbf. W 134 - Saarbrücken Hbf),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.4725337759834,7.17076486313852,
Kinderbeuerner Tunnel BTS 11832,URZG,3010  (Koblenz Hbf - Perl (DB-Grenze)),Koblenz 3T120. Koblenz 3T120. Serviceteam,Einraum-Gebäudestandort,50.0027740476639,7.02777668280652,
Untersulzbach Hp BTS 20089,USB_,3302  (Kaiserslautern Hbf. W 130 - Lauterecken-Grumbach. W 24),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.522700009914,7.6637049710218,
Uchtspringe BTS 13980,USPG,6107  (Berlin Lehrter Bf - Lehrte. W 953),Magdeburg 1T070. Magdeburg 1T070. Serviceteam,Mehrraum-Gebäudestandort,52.5427699234954,11.5916586054609,
Untersteinach BTS 19014,USTG,5100  (Bamberg - Hof Hbf. W 121),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,50.1294398248533,11.5286021842716,
Untertalheim BTS 24139,UTAL--G,4880  (Eutingen im Gäu. W 503 - Schiltach),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.4786092628497,8.71554974857455,
Essendorf Bf BSH ZBF BTS 20849,UTDG,4500  (Ulm Hbf. W 104 - Friedrichshafen Stadt. W 262),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.0109188046957,9.76050950535368,
Essendorf Bf BSH ZBF BTS 20849,UTDG,4500  (Ulm Hbf. W 104 - Friedrichshafen Stadt. W 262),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.0109188046957,9.76050950535368,
Untertheres BTS 18718,UTHG,5102  (Bamberg. W 112 - Rottendorf. W 31 und W 32),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,50.0152734911883,10.4144366718098,
Unterrieden BTS 10725,UTRR,6343  (Halle (Saale) Hbf. Gl 5W - Hann Münden. W 376),W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.3538823857982,9.88804910111872,
Unterrieden BTS 10725,UTRR,6343  (Halle (Saale) Hbf. Gl 5W - Hann Münden. W 376),W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.3538823857982,9.88804910111872,
Vachdorf BTS 16944,VADO--G,6311  (Eisenach. W 325 - Lichtenfels. W 38),Erfurt 1T120. Erfurt 1T120. Serviceteam,Mehrraum-Gebäudestandort,50.5291618173402,10.537215122453,
Nebenweg Tu. Ost ZBF-Hs BTS 20967,VAIN,4842  (Sersheim. Streckenwechsel 4800/4842 - Illingen. Streckenw. 4),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,48.9441646816818,8.98193932728933,
Nebenweg Tu. Ost ZBF-Hs BTS 20967,VAIN,4842  (Sersheim. Streckenwechsel 4800/4842 - Illingen. Streckenw. 4),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,48.9441646816818,8.98193932728933,
Varel BTS 16332,VAR_,1522  (Oldenburg (Oldb) Hbf - Wilhelmshaven Hbf),Bremen 2T060. Bremen 2T060. Serviceteam,Mehrraum-Gebäudestandort,53.3986294202147,8.15044208634191,
Vilsbiburg BTS 17919,VBBG,5720  (Neumarkt-St Veit. W 43 - Landshut (Bay) Hbf),S-MUE-S4 (8S040). Würzburg. Servicebezirk,Mehrraum-Gebäudestandort,48.4433311012149,12.3461000827266,
Vennebeck BTS 15608,VBK_,1700  (Hannover Hbf - Hamm (Westf)),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Mehrraum-Gebäudestandort,52.2211036449731,8.87194029126697,
Vellberg ZBF BTS 20957,VBRG,4950  (Crailsheim - Eppingen. W 62),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,49.1038864399107,9.88138265485646,
Vellberg ZBF BTS 20957,VBRG,4950  (Crailsheim - Eppingen. W 62),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,49.1038864399107,9.88138265485646,
Velten BTS 20444,VELG,6183  (Berlin-Schönholz - Kremmen. W 1),O-BLN-S2 (1S020). Berlin2. Servicebezirk,Mehrraum-Gebäudestandort,52.6761305006121,13.1854894535916,
F 6306 M 40/41 Ri. BTS Vennebeck,Vennebeck014,1700  (Hannover Hbf - Hamm (Westf)),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Mehrraum-Gebäudestandort,52.2216564299034,8.87201699615757,
F 6316 M 35.1/2 Ri. BTS Verden,Verden Aller001,1740  (Wunstorf. W 18 - DB-Grenze. (Bremerhaven-Seehafen)),Lüneburg 2T030. Lüneburg 2T030. Serviceteam,Mehrraum-Gebäudestandort,52.9330619884351,9.23340404286943,
